sample_id,split,site_id,filename,status,width,height,channels,dtype,image_format,min_intensity,max_intensity,mean_intensity,std_intensity,zero_pixel_pct,saturation_pct,is_empty_mask,foreground_pixel_count,foreground_pct,flags
extras_Mischelley_Reef_02.png,extras,Mischelley_Reef,Mischelley_Reef_02.png,VALID,1728,6942,1,uint8,PNG,0,255,87.49,80.78,0.503,4.2,True,0,0.0,
extras_Mischelley_Reef_03.png,extras,Mischelley_Reef,Mischelley_Reef_03.png,VALID,1728,7044,1,uint8,PNG,0,255,88.31,81.53,0.519,4.373,True,0,0.0,
extras_Mischelley_Reef_04.png,extras,Mischelley_Reef,Mischelley_Reef_04.png,VALID,1728,6986,1,uint8,PNG,0,255,89.06,83.38,0.516,4.731,True,0,0.0,
extras_Mischelley_Reef_05.png,extras,Mischelley_Reef,Mischelley_Reef_05.png,VALID,1728,6985,1,uint8,PNG,0,255,92.81,86.78,0.526,5.213,True,0,0.0,
extras_Mischelley_Reef_06.png,extras,Mischelley_Reef,Mischelley_Reef_06.png,VALID,1728,6977,1,uint8,PNG,0,255,89.05,84.11,0.574,4.289,True,0,0.0,
extras_Mischelley_Reef_07.png,extras,Mischelley_Reef,Mischelley_Reef_07.png,VALID,1728,5403,1,uint8,PNG,0,255,91.11,89.0,0.646,5.331,True,0,0.0,
extras_Mischelley_Reef_08.png,extras,Mischelley_Reef,Mischelley_Reef_08.png,VALID,1728,5644,1,uint8,PNG,0,255,87.62,86.61,0.566,4.676,True,0,0.0,
test_Artificial_Reef_01.png,test,Artificial_Reef,Artificial_Reef_01.png,VALID,1728,2476,1,uint8,PNG,0,255,40.71,39.61,1.555,0.265,True,0,0.0,
test_Artificial_Reef_02.png,test,Artificial_Reef,Artificial_Reef_02.png,VALID,1728,2480,1,uint8,PNG,0,255,43.49,45.67,1.44,0.495,True,0,0.0,
test_Artificial_Reef_03.png,test,Artificial_Reef,Artificial_Reef_03.png,VALID,1728,2522,1,uint8,PNG,0,255,56.87,55.37,1.388,1.024,True,0,0.0,
test_Artificial_Reef_04.png,test,Artificial_Reef,Artificial_Reef_04.png,VALID,1728,2501,1,uint8,PNG,0,255,57.74,58.5,1.398,1.365,True,0,0.0,
test_Artificial_Reef_05.png,test,Artificial_Reef,Artificial_Reef_05.png,VALID,1728,2514,1,uint8,PNG,0,255,55.89,52.37,1.375,0.677,True,0,0.0,
test_Artificial_Reef_06.png,test,Artificial_Reef,Artificial_Reef_06.png,VALID,1728,2476,1,uint8,PNG,0,255,55.55,49.97,1.337,0.584,False,11853,0.277,
test_Barge_No_1_01.png,test,Barge_No_1,Barge_No_1_01.png,VALID,1728,2574,1,uint8,PNG,0,255,73.15,56.77,2.18,0.98,True,0,0.0,
test_Barge_No_1_02.png,test,Barge_No_1,Barge_No_1_02.png,VALID,1728,2634,1,uint8,PNG,0,255,65.51,53.46,2.328,0.735,False,36663,0.8055,
test_Barge_No_1_03.png,test,Barge_No_1,Barge_No_1_03.png,VALID,1728,2595,1,uint8,PNG,0,255,67.27,54.07,3.0,0.766,False,50282,1.1213,
test_Barge_No_1_04.png,test,Barge_No_1,Barge_No_1_04.png,VALID,1728,2607,1,uint8,PNG,0,255,65.22,52.54,3.814,0.649,False,28592,0.6347,
test_Barge_No_1_05.png,test,Barge_No_1,Barge_No_1_05.png,VALID,1728,2602,1,uint8,PNG,0,255,63.05,51.87,3.788,0.593,False,53570,1.1914,
test_Barge_No_1_06.png,test,Barge_No_1,Barge_No_1_06.png,VALID,1728,2620,1,uint8,PNG,0,255,63.62,52.76,4.248,0.659,False,44858,0.9908,
test_Barge_No_1_07.png,test,Barge_No_1,Barge_No_1_07.png,VALID,1728,2589,1,uint8,PNG,0,255,68.38,54.65,3.757,0.786,True,0,0.0,
test_Barge_No_1_08.png,test,Barge_No_1,Barge_No_1_08.png,VALID,1728,3325,1,uint8,PNG,0,255,71.7,47.07,4.695,0.451,True,0,0.0,
test_Barge_No_1_09.png,test,Barge_No_1,Barge_No_1_09.png,VALID,1728,3337,1,uint8,PNG,0,255,69.74,45.2,4.735,0.258,True,0,0.0,
test_Barge_No_1_10.png,test,Barge_No_1,Barge_No_1_10.png,VALID,1728,3330,1,uint8,PNG,0,255,70.97,45.89,4.455,0.292,True,0,0.0,
test_Barge_No_1_11.png,test,Barge_No_1,Barge_No_1_11.png,VALID,1728,3324,1,uint8,PNG,0,255,70.12,45.5,4.29,0.282,True,0,0.0,
test_Barge_No_1_12.png,test,Barge_No_1,Barge_No_1_12.png,VALID,1728,3318,1,uint8,PNG,0,255,70.03,45.36,4.137,0.283,True,0,0.0,
test_Barge_No_1_13.png,test,Barge_No_1,Barge_No_1_13.png,VALID,1728,3296,1,uint8,PNG,0,255,72.35,46.4,3.955,0.313,True,0,0.0,
test_Barge_No_1_14.png,test,Barge_No_1,Barge_No_1_14.png,VALID,1728,3025,1,uint8,PNG,0,255,78.22,50.55,2.296,0.409,False,63631,1.2173,
test_Barge_No_1_15.png,test,Barge_No_1,Barge_No_1_15.png,VALID,1728,3111,1,uint8,PNG,0,255,84.95,51.35,2.607,0.531,False,65687,1.2219,
test_Corsair_01.png,test,Corsair,Corsair_01.png,VALID,1728,1817,1,uint8,PNG,0,255,86.62,75.41,1.084,1.541,True,0,0.0,
test_Corsair_02.png,test,Corsair,Corsair_02.png,VALID,1728,1863,1,uint8,PNG,0,255,84.64,73.7,0.769,1.192,False,8237,0.2559,
test_Corsair_03.png,test,Corsair,Corsair_03.png,VALID,1728,1843,1,uint8,PNG,0,255,83.72,72.75,0.786,1.105,False,11977,0.3761,
test_Corsair_04.png,test,Corsair,Corsair_04.png,VALID,1728,1849,1,uint8,PNG,0,255,84.46,73.04,0.835,1.101,True,0,0.0,
test_Corsican_01.png,test,Corsican,Corsican_01.png,VALID,1728,1445,1,uint8,PNG,0,255,79.11,72.86,0.633,1.591,True,0,0.0,
test_Corsican_02.png,test,Corsican,Corsican_02.png,VALID,1728,1471,1,uint8,PNG,0,255,90.93,78.38,0.567,2.181,False,8936,0.3515,
test_Corsican_03.png,test,Corsican,Corsican_03.png,VALID,1728,1470,1,uint8,PNG,0,255,88.6,75.89,0.581,1.871,False,7180,0.2827,
test_Corsican_04.png,test,Corsican,Corsican_04.png,VALID,1728,1472,1,uint8,PNG,0,255,88.19,75.6,0.546,1.841,True,0,0.0,
test_Corsican_05.png,test,Corsican,Corsican_05.png,VALID,1728,2576,1,uint8,PNG,0,255,79.74,74.84,2.438,1.854,False,7443,0.1672,
test_Corsican_06.png,test,Corsican,Corsican_06.png,VALID,1728,2573,1,uint8,PNG,0,255,87.76,78.59,2.725,2.2,False,9368,0.2107,
test_Haltiner_Barge_01.png,test,Haltiner_Barge,Haltiner_Barge_01.png,VALID,1728,773,1,uint8,PNG,0,255,57.96,58.81,7.86,1.053,False,47622,3.5652,
test_Haltiner_Barge_02.png,test,Haltiner_Barge,Haltiner_Barge_02.png,VALID,1728,853,1,uint8,PNG,0,255,66.07,61.18,4.245,1.219,False,57768,3.9192,
test_Haltiner_Barge_03.png,test,Haltiner_Barge,Haltiner_Barge_03.png,VALID,1728,621,1,uint8,PNG,0,255,67.07,67.43,3.097,2.97,False,9577,0.8925,
test_Haltiner_Barge_04.png,test,Haltiner_Barge,Haltiner_Barge_04.png,VALID,1728,655,1,uint8,PNG,0,255,85.16,79.54,2.042,6.469,False,14290,1.2625,
test_Haltiner_Barge_05.png,test,Haltiner_Barge,Haltiner_Barge_05.png,VALID,1728,657,1,uint8,PNG,0,255,78.58,78.54,2.304,6.124,False,12935,1.1394,
test_Haltiner_Barge_06.png,test,Haltiner_Barge,Haltiner_Barge_06.png,VALID,1728,662,1,uint8,PNG,0,255,70.82,73.28,2.547,3.961,False,15581,1.3621,
test_Haltiner_Barge_07.png,test,Haltiner_Barge,Haltiner_Barge_07.png,VALID,1728,650,1,uint8,PNG,0,255,59.43,65.86,2.431,2.859,False,5645,0.5026,
test_Haltiner_Barge_08.png,test,Haltiner_Barge,Haltiner_Barge_08.png,VALID,1728,9452,1,uint8,PNG,0,255,73.46,57.75,7.409,0.541,True,0,0.0,
test_Haltiner_Barge_09.png,test,Haltiner_Barge,Haltiner_Barge_09.png,VALID,1728,9636,1,uint8,PNG,0,255,74.39,57.74,7.476,0.592,True,0,0.0,
test_Haltiner_Barge_10.png,test,Haltiner_Barge,Haltiner_Barge_10.png,VALID,1728,9523,1,uint8,PNG,0,255,73.55,55.44,8.293,0.491,True,0,0.0,
test_Haltiner_Barge_11.png,test,Haltiner_Barge,Haltiner_Barge_11.png,VALID,1728,9589,1,uint8,PNG,0,255,68.31,52.75,9.214,0.424,True,0,0.0,
test_Haltiner_Barge_12.png,test,Haltiner_Barge,Haltiner_Barge_12.png,VALID,1728,9385,1,uint8,PNG,0,255,66.5,57.87,10.982,1.024,True,0,0.0,
test_Haltiner_Barge_13.png,test,Haltiner_Barge,Haltiner_Barge_13.png,VALID,1728,9688,1,uint8,PNG,0,255,50.23,46.97,8.959,0.583,True,0,0.0,
test_James_Davidson_01.png,test,James_Davidson,James_Davidson_01.png,VALID,1728,6739,1,uint8,PNG,0,255,39.22,46.33,11.648,0.244,False,23225,0.1994,
test_James_Davidson_02.png,test,James_Davidson,James_Davidson_02.png,VALID,1728,6617,1,uint8,PNG,0,255,41.41,43.61,8.714,0.164,False,35967,0.3146,
test_James_Davidson_03.png,test,James_Davidson,James_Davidson_03.png,VALID,1728,6749,1,uint8,PNG,0,255,43.01,45.89,10.626,0.243,False,1799,0.0154,
test_James_Davidson_04.png,test,James_Davidson,James_Davidson_04.png,VALID,1728,6654,1,uint8,PNG,0,255,42.8,45.09,11.137,0.232,False,70311,0.6115,
test_Lucinda_van_Valkenburg_01.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_01.png,VALID,1728,2152,1,uint8,PNG,0,255,65.21,44.21,6.884,0.306,True,0,0.0,
test_Lucinda_van_Valkenburg_02.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_02.png,VALID,1728,1740,1,uint8,PNG,0,255,73.56,66.26,12.43,1.513,True,0,0.0,
test_Lucinda_van_Valkenburg_03.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_03.png,VALID,1728,1719,1,uint8,PNG,0,255,70.52,65.63,12.12,1.462,True,0,0.0,
test_Lucinda_van_Valkenburg_04.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_04.png,VALID,1728,1729,1,uint8,PNG,0,255,70.65,65.41,11.899,1.353,True,0,0.0,
test_Lucinda_van_Valkenburg_05.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_05.png,VALID,1728,1757,1,uint8,PNG,0,255,58.2,57.59,14.46,1.023,False,7046,0.2321,
test_Lucinda_van_Valkenburg_06.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_06.png,VALID,1728,1760,1,uint8,PNG,0,255,59.82,60.12,14.207,1.213,False,224166,7.3708,
test_Lucinda_van_Valkenburg_07.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_07.png,VALID,1728,1758,1,uint8,PNG,0,255,64.71,63.7,14.004,1.711,False,228881,7.5344,
test_Lucinda_van_Valkenburg_08.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_08.png,VALID,1728,1757,1,uint8,PNG,0,255,56.58,46.96,12.778,0.337,True,0,0.0,
test_Lucinda_van_Valkenburg_09.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_09.png,VALID,1728,1733,1,uint8,PNG,0,255,71.76,56.84,11.051,0.617,True,0,0.0,
test_Lucinda_van_Valkenburg_10.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_10.png,VALID,1728,1736,1,uint8,PNG,0,255,71.72,53.4,10.385,0.457,True,0,0.0,
test_Lucinda_van_Valkenburg_11.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_11.png,VALID,1728,1735,1,uint8,PNG,0,255,66.49,53.3,10.062,0.46,True,0,0.0,
test_Lucinda_van_Valkenburg_12.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_12.png,VALID,1728,2819,1,uint8,PNG,0,255,24.98,34.83,2.199,0.167,False,159053,3.2651,
test_Lucinda_van_Valkenburg_13.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_13.png,VALID,1728,2838,1,uint8,PNG,0,255,21.52,33.82,5.455,0.143,False,89595,1.827,
test_Lucinda_van_Valkenburg_14.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_14.png,VALID,1728,2908,1,uint8,PNG,0,255,21.79,33.94,5.759,0.138,False,124046,2.4686,
test_Lucinda_van_Valkenburg_15.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_15.png,VALID,1728,2833,1,uint8,PNG,0,255,22.37,34.93,5.481,0.128,False,109029,2.2272,
test_Lucinda_van_Valkenburg_16.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_16.png,VALID,1728,2936,1,uint8,PNG,0,255,24.88,38.14,6.131,0.146,False,161215,3.1776,
test_Lucinda_van_Valkenburg_17.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_17.png,VALID,1728,2812,1,uint8,PNG,0,255,22.34,34.24,4.869,0.128,False,139808,2.8772,
test_Lucinda_van_Valkenburg_18.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_18.png,VALID,1728,2937,1,uint8,PNG,0,255,26.09,38.75,6.674,0.141,False,140657,2.7715,
test_Lucinda_van_Valkenburg_19.png,test,Lucinda_van_Valkenburg,Lucinda_van_Valkenburg_19.png,VALID,1728,2863,1,uint8,PNG,0,255,24.48,34.56,2.221,0.136,False,153132,3.0953,
test_Monohansett_01.png,test,Monohansett,Monohansett_01.png,VALID,1728,9004,1,uint8,PNG,0,255,31.76,30.98,6.567,0.157,True,0,0.0,
test_Monohansett_02.png,test,Monohansett,Monohansett_02.png,VALID,1728,8779,1,uint8,PNG,0,255,32.63,32.67,6.198,0.173,False,3014,0.0199,
test_Monohansett_03.png,test,Monohansett,Monohansett_03.png,VALID,1728,8976,1,uint8,PNG,0,255,36.18,36.32,4.718,0.227,False,67086,0.4325,
test_Monohansett_04.png,test,Monohansett,Monohansett_04.png,VALID,1728,4685,1,uint8,PNG,0,255,39.53,39.75,9.365,0.318,False,66049,0.8159,
test_Monohansett_05.png,test,Monohansett,Monohansett_05.png,VALID,1728,4821,1,uint8,PNG,0,255,41.25,41.03,9.498,0.356,False,47049,0.5648,
test_Monrovia_01.png,test,Monrovia,Monrovia_01.png,VALID,1728,1694,1,uint8,PNG,0,255,83.72,73.21,17.35,2.214,False,44373,1.5159,
test_Monrovia_02.png,test,Monrovia,Monrovia_02.png,VALID,1728,1687,1,uint8,PNG,0,255,84.12,73.08,17.761,2.164,False,66364,2.2765,
test_Monrovia_03.png,test,Monrovia,Monrovia_03.png,VALID,1728,1676,1,uint8,PNG,0,255,81.37,74.19,17.656,2.228,False,69813,2.4106,
test_Monrovia_04.png,test,Monrovia,Monrovia_04.png,VALID,1728,1688,1,uint8,PNG,0,255,84.68,76.48,18.325,2.577,False,76663,2.6283,
test_Monrovia_05.png,test,Monrovia,Monrovia_05.png,VALID,1728,1683,1,uint8,PNG,0,255,80.91,71.36,16.88,1.919,False,62435,2.1468,
test_Monrovia_06.png,test,Monrovia,Monrovia_06.png,VALID,1728,1682,1,uint8,PNG,0,255,85.23,75.82,18.182,2.481,False,83557,2.8748,
test_Monrovia_07.png,test,Monrovia,Monrovia_07.png,VALID,1728,1722,1,uint8,PNG,0,255,84.11,72.73,17.533,2.115,False,39978,1.3435,
test_Monrovia_08.png,test,Monrovia,Monrovia_08.png,VALID,1728,1697,1,uint8,PNG,0,255,82.35,72.66,17.521,2.07,False,82522,2.8141,
test_Shamrock_01.png,test,Shamrock,Shamrock_01.png,VALID,1728,1878,1,uint8,PNG,0,255,57.77,48.4,1.074,0.533,False,62731,1.933,
test_Shamrock_02.png,test,Shamrock,Shamrock_02.png,VALID,1728,1902,1,uint8,PNG,0,255,60.72,49.46,1.07,0.563,False,41089,1.2502,
test_Shamrock_03.png,test,Shamrock,Shamrock_03.png,VALID,1728,2458,1,uint8,PNG,0,255,55.8,44.34,1.335,0.351,False,66592,1.5678,
test_Shamrock_04.png,test,Shamrock,Shamrock_04.png,VALID,1728,2460,1,uint8,PNG,0,255,75.7,49.18,1.037,0.538,True,0,0.0,
test_Shamrock_05.png,test,Shamrock,Shamrock_05.png,VALID,1728,2471,1,uint8,PNG,0,255,79.65,51.11,0.966,0.693,True,0,0.0,
test_Shamrock_06.png,test,Shamrock,Shamrock_06.png,VALID,1728,2451,1,uint8,PNG,0,255,81.78,52.21,0.962,0.74,True,0,0.0,
test_Viator_01.png,test,Viator,Viator_01.png,VALID,1728,3632,1,uint8,PNG,0,255,24.2,35.41,1.428,0.119,False,47436,0.7558,
test_Viator_02.png,test,Viator,Viator_02.png,VALID,1728,3652,1,uint8,PNG,0,255,24.64,36.79,1.526,0.133,False,54517,0.8639,
test_Viator_03.png,test,Viator,Viator_03.png,VALID,1728,1044,1,uint8,PNG,0,255,24.75,36.5,1.609,0.113,True,0,0.0,
test_Viator_04.png,test,Viator,Viator_04.png,VALID,1728,2143,1,uint8,PNG,0,255,111.01,85.57,21.957,3.738,False,26492,0.7154,
test_Viator_05.png,test,Viator,Viator_05.png,VALID,1728,2152,1,uint8,PNG,0,255,108.26,84.15,22.53,3.382,False,30764,0.8273,
test_Viator_06.png,test,Viator,Viator_06.png,VALID,1728,2175,1,uint8,PNG,0,255,109.71,84.52,22.0,3.532,False,33849,0.9006,
test_Viator_07.png,test,Viator,Viator_07.png,VALID,1728,2160,1,uint8,PNG,0,255,108.14,84.78,22.479,3.529,False,33314,0.8925,
test_Viator_08.png,test,Viator,Viator_08.png,VALID,1728,2181,1,uint8,PNG,0,255,109.19,84.56,22.121,3.536,False,36206,0.9607,
test_Viator_09.png,test,Viator,Viator_09.png,VALID,1728,2158,1,uint8,PNG,0,255,108.44,84.02,22.106,3.424,False,26700,0.716,
test_Viator_10.png,test,Viator,Viator_10.png,VALID,1728,2152,1,uint8,PNG,0,255,109.02,85.94,22.301,3.743,False,38895,1.0459,
test_Viator_11.png,test,Viator,Viator_11.png,VALID,1728,2158,1,uint8,PNG,0,255,110.08,85.44,21.785,3.744,False,25293,0.6783,
test_WH_Gilbert_01.png,test,WH_Gilbert,WH_Gilbert_01.png,VALID,1728,936,1,uint8,PNG,0,255,58.81,63.68,1.782,0.484,False,23551,1.4561,
test_WH_Gilbert_02.png,test,WH_Gilbert,WH_Gilbert_02.png,VALID,1728,891,1,uint8,PNG,0,255,57.1,61.56,1.844,0.366,False,24483,1.5902,
test_WH_Gilbert_03.png,test,WH_Gilbert,WH_Gilbert_03.png,VALID,1728,1348,1,uint8,PNG,0,255,115.33,91.98,1.671,4.797,True,0,0.0,
test_WH_Gilbert_04.png,test,WH_Gilbert,WH_Gilbert_04.png,VALID,1728,1378,1,uint8,PNG,0,255,109.77,89.62,1.739,4.21,False,26047,1.0939,
test_WH_Gilbert_05.png,test,WH_Gilbert,WH_Gilbert_05.png,VALID,1728,1381,1,uint8,PNG,0,255,108.55,88.67,1.758,3.692,False,16037,0.672,
test_WH_Gilbert_06.png,test,WH_Gilbert,WH_Gilbert_06.png,VALID,1728,1495,1,uint8,PNG,0,255,102.14,86.19,1.866,3.127,False,19924,0.7712,
test_WP_Thew_01.png,test,WP_Thew,WP_Thew_01.png,VALID,1728,2568,1,uint8,PNG,0,255,48.58,51.51,3.594,0.321,True,0,0.0,
test_WP_Thew_02.png,test,WP_Thew,WP_Thew_02.png,VALID,1728,2672,1,uint8,PNG,0,255,45.68,50.23,3.769,0.402,True,0,0.0,
test_WP_Thew_03.png,test,WP_Thew,WP_Thew_03.png,VALID,1728,2624,1,uint8,PNG,0,255,47.8,51.2,3.602,0.361,True,0,0.0,
test_WP_Thew_04.png,test,WP_Thew,WP_Thew_04.png,VALID,1728,2639,1,uint8,PNG,0,255,41.04,44.75,7.064,0.214,False,123418,2.7064,
test_WP_Thew_05.png,test,WP_Thew,WP_Thew_05.png,VALID,1728,2620,1,uint8,PNG,0,255,46.81,51.42,4.422,0.386,False,248750,5.4944,
test_WP_Thew_06.png,test,WP_Thew,WP_Thew_06.png,VALID,1728,2574,1,uint8,PNG,0,255,50.7,53.58,2.672,0.388,True,0,0.0,
test_WP_Thew_07.png,test,WP_Thew,WP_Thew_07.png,VALID,1728,2648,1,uint8,PNG,0,255,47.83,52.03,2.64,0.473,True,0,0.0,
test_WP_Thew_08.png,test,WP_Thew,WP_Thew_08.png,VALID,1728,2623,1,uint8,PNG,0,255,50.93,54.39,2.716,0.49,True,0,0.0,
test_WP_Thew_09.png,test,WP_Thew,WP_Thew_09.png,VALID,1728,2647,1,uint8,PNG,0,255,42.42,46.21,6.617,0.245,False,139086,3.0408,
test_WP_Thew_10.png,test,WP_Thew,WP_Thew_10.png,VALID,1728,2646,1,uint8,PNG,0,255,41.94,46.28,6.016,0.244,False,244621,5.3501,
test_WP_Thew_11.png,test,WP_Thew,WP_Thew_11.png,VALID,1728,2648,1,uint8,PNG,0,255,43.39,47.2,6.696,0.252,False,104308,2.2796,
test_WP_Thew_12.png,test,WP_Thew,WP_Thew_12.png,VALID,1728,2648,1,uint8,PNG,0,255,52.44,56.0,2.745,0.566,True,0,0.0,
test_WP_Thew_13.png,test,WP_Thew,WP_Thew_13.png,VALID,1728,2670,1,uint8,PNG,0,255,53.39,57.23,3.274,0.638,True,0,0.0,
test_WP_Thew_14.png,test,WP_Thew,WP_Thew_14.png,VALID,1728,2598,1,uint8,PNG,0,255,44.91,48.56,4.693,0.275,True,0,0.0,
test_WP_Thew_15.png,test,WP_Thew,WP_Thew_15.png,VALID,1728,2696,1,uint8,PNG,0,255,42.29,46.4,6.497,0.25,False,291561,6.2584,
test_WP_Thew_16.png,test,WP_Thew,WP_Thew_16.png,VALID,1728,2620,1,uint8,PNG,0,255,44.83,50.56,4.769,0.379,False,302328,6.6778,
test_WP_Thew_17.png,test,WP_Thew,WP_Thew_17.png,VALID,1728,2647,1,uint8,PNG,0,255,46.63,50.01,4.832,0.324,False,59581,1.3026,
train_DM_Wilson_01.png,train,DM_Wilson,DM_Wilson_01.png,VALID,1728,5579,1,uint8,PNG,0,255,70.96,63.88,2.265,1.287,True,0,0.0,
train_DM_Wilson_02.png,train,DM_Wilson,DM_Wilson_02.png,VALID,1728,5581,1,uint8,PNG,0,255,74.69,65.81,2.054,1.487,True,0,0.0,
train_DM_Wilson_03.png,train,DM_Wilson,DM_Wilson_03.png,VALID,1728,5616,1,uint8,PNG,0,255,77.76,64.06,2.185,1.021,False,63555,0.6549,
train_DM_Wilson_04.png,train,DM_Wilson,DM_Wilson_04.png,VALID,1728,5590,1,uint8,PNG,0,255,84.24,65.6,2.116,1.186,False,57071,0.5908,
train_DM_Wilson_05.png,train,DM_Wilson,DM_Wilson_05.png,VALID,1728,5667,1,uint8,PNG,0,255,84.83,65.53,2.207,1.168,False,32529,0.3322,
train_DM_Wilson_06.png,train,DM_Wilson,DM_Wilson_06.png,VALID,1728,5584,1,uint8,PNG,0,255,87.32,64.1,2.119,0.959,True,0,0.0,
train_DM_Wilson_07.png,train,DM_Wilson,DM_Wilson_07.png,VALID,1728,5763,1,uint8,PNG,0,255,87.16,63.86,2.254,0.895,False,2962,0.0297,
train_DM_Wilson_08.png,train,DM_Wilson,DM_Wilson_08.png,VALID,1728,2774,1,uint8,PNG,0,255,33.3,40.29,5.618,0.204,False,200958,4.1923,
train_DM_Wilson_09.png,train,DM_Wilson,DM_Wilson_09.png,VALID,1728,2790,1,uint8,PNG,0,255,36.0,43.51,7.908,0.208,False,178778,3.7082,
train_DM_Wilson_10.png,train,DM_Wilson,DM_Wilson_10.png,VALID,1728,2845,1,uint8,PNG,0,255,37.82,43.62,7.595,0.151,False,199503,4.0581,
train_DM_Wilson_11.png,train,DM_Wilson,DM_Wilson_11.png,VALID,1728,2476,1,uint8,PNG,0,255,34.69,41.6,7.736,0.171,False,171144,4.0001,
train_DM_Wilson_12.png,train,DM_Wilson,DM_Wilson_12.png,VALID,1728,2846,1,uint8,PNG,0,255,33.42,41.23,7.666,0.171,False,222782,4.53,
