ping_id,timestamp,latitude,longitude,heading,altitude,range
41,2026-08-31T14:00:40Z,11.2346,76.5434,34.5,10.2,50.0
42,2026-08-31T14:00:41Z,11.234615,76.54341,34.5,10.2,50.0
43,2026-08-31T14:00:42Z,11.23463,76.54342,34.5,10.2,50.0
44,2026-08-31T14:00:43Z,11.234645,76.54343,34.5,10.2,50.0
45,2026-08-31T14:00:44Z,11.23466,76.54344,34.5,10.2,50.0
46,2026-08-31T14:00:45Z,11.234675,76.54345,34.5,10.2,50.0
47,2026-08-31T14:00:46Z,11.23469,76.54346,34.5,10.2,50.0
48,2026-08-31T14:00:47Z,11.234705,76.54347,34.5,10.2,50.0
49,2026-08-31T14:00:48Z,11.23472,76.54348,34.5,10.2,50.0
50,2026-08-31T14:00:49Z,11.234735,76.54349,34.5,10.2,50.0
51,2026-08-31T14:00:50Z,11.23475,76.5435,34.5,10.2,50.0
52,2026-08-31T14:00:51Z,11.234765,76.54351,34.5,10.2,50.0
53,2026-08-31T14:00:52Z,11.23478,76.54352,34.5,10.2,50.0
54,2026-08-31T14:00:53Z,11.234795,76.54353,34.5,10.2,50.0
55,2026-08-31T14:00:54Z,11.23481,76.54354,34.5,10.2,50.0
56,2026-08-31T14:00:55Z,11.234825,76.54355,34.5,10.2,50.0
57,2026-08-31T14:00:56Z,11.23484,76.54356,34.5,10.2,50.0
58,2026-08-31T14:00:57Z,11.234855,76.54357,34.5,10.2,50.0
59,2026-08-31T14:00:58Z,11.23487,76.54358,34.5,10.2,50.0
60,2026-08-31T14:00:59Z,11.234885,76.54359,34.5,10.2,50.0
61,2026-08-31T14:01:00Z,11.2349,76.5436,34.5,10.2,50.0
62,2026-08-31T14:01:01Z,11.234915,76.54361,34.5,10.2,50.0
63,2026-08-31T14:01:02Z,11.23493,76.54362,34.5,10.2,50.0
64,2026-08-31T14:01:03Z,11.234945,76.54363,34.5,10.2,50.0
65,2026-08-31T14:01:04Z,11.23496,76.54364,34.5,10.2,50.0
66,2026-08-31T14:01:05Z,11.234975,76.54365,34.5,10.2,50.0
67,2026-08-31T14:01:06Z,11.23499,76.54366,34.5,10.2,50.0
68,2026-08-31T14:01:07Z,11.235005,76.54367,34.5,10.2,50.0
69,2026-08-31T14:01:08Z,11.23502,76.54368,34.5,10.2,50.0
70,2026-08-31T14:01:09Z,11.235035,76.54369,34.5,10.2,50.0
71,2026-08-31T14:01:10Z,11.23505,76.5437,34.5,10.2,50.0
72,2026-08-31T14:01:11Z,11.235065,76.54371,34.5,10.2,50.0
73,2026-08-31T14:01:12Z,11.23508,76.54372,34.5,10.2,50.0
74,2026-08-31T14:01:13Z,11.235095,76.54373,34.5,10.2,50.0
75,2026-08-31T14:01:14Z,11.23511,76.54374,34.5,10.2,50.0
76,2026-08-31T14:01:15Z,11.235125,76.54375,34.5,10.2,50.0
77,2026-08-31T14:01:16Z,11.23514,76.54376,34.5,10.2,50.0
78,2026-08-31T14:01:17Z,11.235155,76.54377,34.5,10.2,50.0
79,2026-08-31T14:01:18Z,11.23517,76.54378,34.5,10.2,50.0
80,2026-08-31T14:01:19Z,11.235185,76.54379,34.5,10.2,50.0
81,2026-08-31T14:01:20Z,11.2352,76.5438,34.5,10.2,50.0
82,2026-08-31T14:01:21Z,11.235215,76.54381,34.5,10.2,50.0
83,2026-08-31T14:01:22Z,11.23523,76.54382,34.5,10.2,50.0
84,2026-08-31T14:01:23Z,11.235245,76.54383,34.5,10.2,50.0
85,2026-08-31T14:01:24Z,11.23526,76.54384,34.5,10.2,50.0
86,2026-08-31T14:01:25Z,11.235275,76.54385,34.5,10.2,50.0
87,2026-08-31T14:01:26Z,11.23529,76.54386,34.5,10.2,50.0
88,2026-08-31T14:01:27Z,11.235305,76.54387,34.5,10.2,50.0
89,2026-08-31T14:01:28Z,11.23532,76.54388,34.5,10.2,50.0
90,2026-08-31T14:01:29Z,11.235335,76.54389,34.5,10.2,50.0
91,2026-08-31T14:01:30Z,11.23535,76.5439,34.5,10.2,50.0
92,2026-08-31T14:01:31Z,11.235365,76.54391,34.5,10.2,50.0
93,2026-08-31T14:01:32Z,11.23538,76.54392,34.5,10.2,50.0
94,2026-08-31T14:01:33Z,11.235395,76.54393,34.5,10.2,50.0
95,2026-08-31T14:01:34Z,11.23541,76.54394,34.5,10.2,50.0
96,2026-08-31T14:01:35Z,11.235425,76.54395,34.5,10.2,50.0
97,2026-08-31T14:01:36Z,11.23544,76.54396,34.5,10.2,50.0
98,2026-08-31T14:01:37Z,11.235455,76.54397,34.5,10.2,50.0
99,2026-08-31T14:01:38Z,11.23547,76.54398,34.5,10.2,50.0
100,2026-08-31T14:01:39Z,11.235485,76.54399,34.5,10.2,50.0
101,2026-08-31T14:01:40Z,11.2355,76.544,34.5,10.2,50.0
102,2026-08-31T14:01:41Z,11.235515,76.54401,34.5,10.2,50.0
103,2026-08-31T14:01:42Z,11.23553,76.54402,34.5,10.2,50.0
104,2026-08-31T14:01:43Z,11.235545,76.54403,34.5,10.2,50.0
105,2026-08-31T14:01:44Z,11.23556,76.54404,34.5,10.2,50.0
106,2026-08-31T14:01:45Z,11.235575,76.54405,34.5,10.2,50.0
107,2026-08-31T14:01:46Z,11.23559,76.54406,34.5,10.2,50.0
108,2026-08-31T14:01:47Z,11.235605,76.54407,34.5,10.2,50.0
109,2026-08-31T14:01:48Z,11.23562,76.54408,34.5,10.2,50.0
110,2026-08-31T14:01:49Z,11.235635,76.54409,34.5,10.2,50.0
111,2026-08-31T14:01:50Z,11.23565,76.5441,34.5,10.2,50.0
112,2026-08-31T14:01:51Z,11.235665,76.54411,34.5,10.2,50.0
113,2026-08-31T14:01:52Z,11.23568,76.54412,34.5,10.2,50.0
114,2026-08-31T14:01:53Z,11.235695,76.54413,34.5,10.2,50.0
115,2026-08-31T14:01:54Z,11.23571,76.54414,34.5,10.2,50.0
116,2026-08-31T14:01:55Z,11.235725,76.54415,34.5,10.2,50.0
117,2026-08-31T14:01:56Z,11.23574,76.54416,34.5,10.2,50.0
118,2026-08-31T14:01:57Z,11.235755,76.54417,34.5,10.2,50.0
119,2026-08-31T14:01:58Z,11.23577,76.54418,34.5,10.2,50.0
120,2026-08-31T14:01:59Z,11.235785,76.54419,34.5,10.2,50.0
121,2026-08-31T14:02:00Z,11.2358,76.5442,34.5,10.2,50.0
122,2026-08-31T14:02:01Z,11.235815,76.54421,34.5,10.2,50.0
123,2026-08-31T14:02:02Z,11.23583,76.54422,34.5,10.2,50.0
124,2026-08-31T14:02:03Z,11.235845,76.54423,34.5,10.2,50.0
125,2026-08-31T14:02:04Z,11.23586,76.54424,34.5,10.2,50.0
126,2026-08-31T14:02:05Z,11.235875,76.54425,34.5,10.2,50.0
127,2026-08-31T14:02:06Z,11.23589,76.54426,34.5,10.2,50.0
128,2026-08-31T14:02:07Z,11.235905,76.54427,34.5,10.2,50.0
129,2026-08-31T14:02:08Z,11.23592,76.54428,34.5,10.2,50.0
130,2026-08-31T14:02:09Z,11.235935,76.54429,34.5,10.2,50.0
131,2026-08-31T14:02:10Z,11.23595,76.5443,34.5,10.2,50.0
132,2026-08-31T14:02:11Z,11.235965,76.54431,34.5,10.2,50.0
133,2026-08-31T14:02:12Z,11.23598,76.54432,34.5,10.2,50.0
134,2026-08-31T14:02:13Z,11.235995,76.54433,34.5,10.2,50.0
135,2026-08-31T14:02:14Z,11.23601,76.54434,34.5,10.2,50.0
136,2026-08-31T14:02:15Z,11.236025,76.54435,34.5,10.2,50.0
137,2026-08-31T14:02:16Z,11.23604,76.54436,34.5,10.2,50.0
138,2026-08-31T14:02:17Z,11.236055,76.54437,34.5,10.2,50.0
139,2026-08-31T14:02:18Z,11.23607,76.54438,34.5,10.2,50.0
140,2026-08-31T14:02:19Z,11.236085,76.54439,34.5,10.2,50.0
141,2026-08-31T14:02:20Z,11.2361,76.5444,34.5,10.2,50.0
142,2026-08-31T14:02:21Z,11.236115,76.54441,34.5,10.2,50.0
143,2026-08-31T14:02:22Z,11.23613,76.54442,34.5,10.2,50.0
144,2026-08-31T14:02:23Z,11.236145,76.54443,34.5,10.2,50.0
145,2026-08-31T14:02:24Z,11.23616,76.54444,34.5,10.2,50.0
146,2026-08-31T14:02:25Z,11.236175,76.54445,34.5,10.2,50.0
147,2026-08-31T14:02:26Z,11.23619,76.54446,34.5,10.2,50.0
148,2026-08-31T14:02:27Z,11.236205,76.54447,34.5,10.2,50.0
149,2026-08-31T14:02:28Z,11.23622,76.54448,34.5,10.2,50.0
150,2026-08-31T14:02:29Z,11.236235,76.54449,34.5,10.2,50.0
