ping_id,timestamp,latitude,longitude,heading,altitude,range
104,2026-08-31T10:01:43Z,13.07796,80.43384,42.0,12.0,50.0
105,2026-08-31T10:01:44Z,13.07828,80.43412,42.0,12.0,50.0
106,2026-08-31T10:01:45Z,13.0786,80.4344,42.0,12.0,50.0
107,2026-08-31T10:01:46Z,13.07892,80.43468,42.0,12.0,50.0
108,2026-08-31T10:01:47Z,13.07924,80.43496,42.0,12.0,50.0
109,2026-08-31T10:01:48Z,13.07956,80.43524,42.0,12.0,50.0
110,2026-08-31T10:01:49Z,13.07988,80.43552,42.0,12.0,50.0
111,2026-08-31T10:01:50Z,13.0802,80.4358,42.0,12.0,50.0
112,2026-08-31T10:01:51Z,13.08052,80.43608,42.0,12.0,50.0
113,2026-08-31T10:01:52Z,13.08084,80.43636,42.0,12.0,50.0
114,2026-08-31T10:01:53Z,13.08116,80.43664,42.0,12.0,50.0
115,2026-08-31T10:01:54Z,13.08148,80.43692,42.0,12.0,50.0
116,2026-08-31T10:01:55Z,13.0818,80.4372,42.0,12.0,50.0
117,2026-08-31T10:01:56Z,13.08212,80.43748,42.0,12.0,50.0
118,2026-08-31T10:01:57Z,13.08244,80.43776,42.0,12.0,50.0
119,2026-08-31T10:01:58Z,13.08276,80.43804,42.0,12.0,50.0
120,2026-08-31T10:01:59Z,13.08308,80.43832,42.0,12.0,50.0
121,2026-08-31T10:02:00Z,13.0834,80.4386,42.0,12.0,50.0
122,2026-08-31T10:02:01Z,13.08372,80.43888,42.0,12.0,50.0
123,2026-08-31T10:02:02Z,13.08404,80.43916,42.0,12.0,50.0
124,2026-08-31T10:02:03Z,13.08436,80.43944,42.0,12.0,50.0
125,2026-08-31T10:02:04Z,13.08468,80.43972,42.0,12.0,50.0
126,2026-08-31T10:02:05Z,13.085,80.44,42.0,12.0,50.0
127,2026-08-31T10:02:06Z,13.08532,80.44028,42.0,12.0,50.0
128,2026-08-31T10:02:07Z,13.08564,80.44056,42.0,12.0,50.0
129,2026-08-31T10:02:08Z,13.08596,80.44084,42.0,12.0,50.0
130,2026-08-31T10:02:09Z,13.08628,80.44112,42.0,12.0,50.0
131,2026-08-31T10:02:10Z,13.0866,80.4414,42.0,12.0,50.0
132,2026-08-31T10:02:11Z,13.08692,80.44168,42.0,12.0,50.0
133,2026-08-31T10:02:12Z,13.08724,80.44196,42.0,12.0,50.0
134,2026-08-31T10:02:13Z,13.08756,80.44224,42.0,12.0,50.0
135,2026-08-31T10:02:14Z,13.08788,80.44252,42.0,12.0,50.0
136,2026-08-31T10:02:15Z,13.0882,80.4428,42.0,12.0,50.0
137,2026-08-31T10:02:16Z,13.08852,80.44308,42.0,12.0,50.0
138,2026-08-31T10:02:17Z,13.08884,80.44336,42.0,12.0,50.0
139,2026-08-31T10:02:18Z,13.08916,80.44364,42.0,12.0,50.0
140,2026-08-31T10:02:19Z,13.08948,80.44392,42.0,12.0,50.0
141,2026-08-31T10:02:20Z,13.0898,80.4442,42.0,12.0,50.0
142,2026-08-31T10:02:21Z,13.09012,80.44448,42.0,12.0,50.0
143,2026-08-31T10:02:22Z,13.09044,80.44476,42.0,12.0,50.0
144,2026-08-31T10:02:23Z,13.09076,80.44504,42.0,12.0,50.0
145,2026-08-31T10:02:24Z,13.09108,80.44532,42.0,12.0,50.0
146,2026-08-31T10:02:25Z,13.0914,80.4456,42.0,12.0,50.0
147,2026-08-31T10:02:26Z,13.09172,80.44588,42.0,12.0,50.0
148,2026-08-31T10:02:27Z,13.09204,80.44616,42.0,12.0,50.0
149,2026-08-31T10:02:28Z,13.09236,80.44644,42.0,12.0,50.0
150,2026-08-31T10:02:29Z,13.09268,80.44672,42.0,12.0,50.0
