ping_id,timestamp,latitude,longitude,heading,altitude,range
94,2026-08-31T12:01:34Z,29.845186,-85.423046,270.0,12.5,50.0
95,2026-08-31T12:01:35Z,29.845188,-85.423068,270.0,12.5,50.0
96,2026-08-31T12:01:36Z,29.84519,-85.42309,270.0,12.5,50.0
97,2026-08-31T12:01:37Z,29.845192,-85.423112,270.0,12.5,50.0
98,2026-08-31T12:01:38Z,29.845194,-85.423134,270.0,12.5,50.0
99,2026-08-31T12:01:39Z,29.845196,-85.423156,270.0,12.5,50.0
100,2026-08-31T12:01:40Z,29.845198,-85.423178,270.0,12.5,50.0
101,2026-08-31T12:01:41Z,29.8452,-85.4232,270.0,12.5,50.0
102,2026-08-31T12:01:42Z,29.845202,-85.423222,270.0,12.5,50.0
103,2026-08-31T12:01:43Z,29.845204,-85.423244,270.0,12.5,50.0
104,2026-08-31T12:01:44Z,29.845206,-85.423266,270.0,12.5,50.0
105,2026-08-31T12:01:45Z,29.845208,-85.423288,270.0,12.5,50.0
106,2026-08-31T12:01:46Z,29.84521,-85.42331,270.0,12.5,50.0
107,2026-08-31T12:01:47Z,29.845212,-85.423332,270.0,12.5,50.0
108,2026-08-31T12:01:48Z,29.845214,-85.423354,270.0,12.5,50.0
109,2026-08-31T12:01:49Z,29.845216,-85.423376,270.0,12.5,50.0
110,2026-08-31T12:01:50Z,29.845218,-85.423398,270.0,12.5,50.0
111,2026-08-31T12:01:51Z,29.84522,-85.42342,270.0,12.5,50.0
112,2026-08-31T12:01:52Z,29.845222,-85.423442,270.0,12.5,50.0
113,2026-08-31T12:01:53Z,29.845224,-85.423464,270.0,12.5,50.0
114,2026-08-31T12:01:54Z,29.845226,-85.423486,270.0,12.5,50.0
115,2026-08-31T12:01:55Z,29.845228,-85.423508,270.0,12.5,50.0
116,2026-08-31T12:01:56Z,29.84523,-85.42353,270.0,12.5,50.0
117,2026-08-31T12:01:57Z,29.845232,-85.423552,270.0,12.5,50.0
118,2026-08-31T12:01:58Z,29.845234,-85.423574,270.0,12.5,50.0
119,2026-08-31T12:01:59Z,29.845236,-85.423596,270.0,12.5,50.0
120,2026-08-31T12:02:00Z,29.845238,-85.423618,270.0,12.5,50.0
121,2026-08-31T12:02:01Z,29.84524,-85.42364,270.0,12.5,50.0
122,2026-08-31T12:02:02Z,29.845242,-85.423662,270.0,12.5,50.0
123,2026-08-31T12:02:03Z,29.845244,-85.423684,270.0,12.5,50.0
124,2026-08-31T12:02:04Z,29.845246,-85.423706,270.0,12.5,50.0
125,2026-08-31T12:02:05Z,29.845248,-85.423728,270.0,12.5,50.0
126,2026-08-31T12:02:06Z,29.84525,-85.42375,270.0,12.5,50.0
127,2026-08-31T12:02:07Z,29.845252,-85.423772,270.0,12.5,50.0
128,2026-08-31T12:02:08Z,29.845254,-85.423794,270.0,12.5,50.0
129,2026-08-31T12:02:09Z,29.845256,-85.423816,270.0,12.5,50.0
130,2026-08-31T12:02:10Z,29.845258,-85.423838,270.0,12.5,50.0
131,2026-08-31T12:02:11Z,29.84526,-85.42386,270.0,12.5,50.0
132,2026-08-31T12:02:12Z,29.845262,-85.423882,270.0,12.5,50.0
133,2026-08-31T12:02:13Z,29.845264,-85.423904,270.0,12.5,50.0
134,2026-08-31T12:02:14Z,29.845266,-85.423926,270.0,12.5,50.0
135,2026-08-31T12:02:15Z,29.845268,-85.423948,270.0,12.5,50.0
136,2026-08-31T12:02:16Z,29.84527,-85.42397,270.0,12.5,50.0
137,2026-08-31T12:02:17Z,29.845272,-85.423992,270.0,12.5,50.0
138,2026-08-31T12:02:18Z,29.845274,-85.424014,270.0,12.5,50.0
139,2026-08-31T12:02:19Z,29.845276,-85.424036,270.0,12.5,50.0
140,2026-08-31T12:02:20Z,29.845278,-85.424058,270.0,12.5,50.0
141,2026-08-31T12:02:21Z,29.84528,-85.42408,270.0,12.5,50.0
142,2026-08-31T12:02:22Z,29.845282,-85.424102,270.0,12.5,50.0
143,2026-08-31T12:02:23Z,29.845284,-85.424124,270.0,12.5,50.0
144,2026-08-31T12:02:24Z,29.845286,-85.424146,270.0,12.5,50.0
145,2026-08-31T12:02:25Z,29.845288,-85.424168,270.0,12.5,50.0
146,2026-08-31T12:02:26Z,29.84529,-85.42419,270.0,12.5,50.0
147,2026-08-31T12:02:27Z,29.845292,-85.424212,270.0,12.5,50.0
148,2026-08-31T12:02:28Z,29.845294,-85.424234,270.0,12.5,50.0
149,2026-08-31T12:02:29Z,29.845296,-85.424256,270.0,12.5,50.0
150,2026-08-31T12:02:30Z,29.845298,-85.424278,270.0,12.5,50.0
