ping_id,timestamp,latitude,longitude,heading,altitude,range
72,2026-08-31T10:01:11Z,8.03988,77.67485,115.0,12.0,50.0
73,2026-08-31T10:01:12Z,8.04016,77.6752,115.0,12.0,50.0
74,2026-08-31T10:01:13Z,8.04044,77.67555,115.0,12.0,50.0
75,2026-08-31T10:01:14Z,8.04072,77.6759,115.0,12.0,50.0
76,2026-08-31T10:01:15Z,8.041,77.67625,115.0,12.0,50.0
77,2026-08-31T10:01:16Z,8.04128,77.6766,115.0,12.0,50.0
78,2026-08-31T10:01:17Z,8.04156,77.67695,115.0,12.0,50.0
79,2026-08-31T10:01:18Z,8.04184,77.6773,115.0,12.0,50.0
80,2026-08-31T10:01:19Z,8.04212,77.67765,115.0,12.0,50.0
81,2026-08-31T10:01:20Z,8.0424,77.678,115.0,12.0,50.0
82,2026-08-31T10:01:21Z,8.04268,77.67835,115.0,12.0,50.0
83,2026-08-31T10:01:22Z,8.04296,77.6787,115.0,12.0,50.0
84,2026-08-31T10:01:23Z,8.04324,77.67905,115.0,12.0,50.0
85,2026-08-31T10:01:24Z,8.04352,77.6794,115.0,12.0,50.0
86,2026-08-31T10:01:25Z,8.0438,77.67975,115.0,12.0,50.0
87,2026-08-31T10:01:26Z,8.04408,77.6801,115.0,12.0,50.0
88,2026-08-31T10:01:27Z,8.04436,77.68045,115.0,12.0,50.0
89,2026-08-31T10:01:28Z,8.04464,77.6808,115.0,12.0,50.0
90,2026-08-31T10:01:29Z,8.04492,77.68115,115.0,12.0,50.0
91,2026-08-31T10:01:30Z,8.0452,77.6815,115.0,12.0,50.0
92,2026-08-31T10:01:31Z,8.04548,77.68185,115.0,12.0,50.0
93,2026-08-31T10:01:32Z,8.04576,77.6822,115.0,12.0,50.0
94,2026-08-31T10:01:33Z,8.04604,77.68255,115.0,12.0,50.0
95,2026-08-31T10:01:34Z,8.04632,77.6829,115.0,12.0,50.0
96,2026-08-31T10:01:35Z,8.0466,77.68325,115.0,12.0,50.0
97,2026-08-31T10:01:36Z,8.04688,77.6836,115.0,12.0,50.0
98,2026-08-31T10:01:37Z,8.04716,77.68395,115.0,12.0,50.0
99,2026-08-31T10:01:38Z,8.04744,77.6843,115.0,12.0,50.0
100,2026-08-31T10:01:39Z,8.04772,77.68465,115.0,12.0,50.0
101,2026-08-31T10:01:40Z,8.048,77.685,115.0,12.0,50.0
102,2026-08-31T10:01:41Z,8.04828,77.68535,115.0,12.0,50.0
103,2026-08-31T10:01:42Z,8.04856,77.6857,115.0,12.0,50.0
104,2026-08-31T10:01:43Z,8.04884,77.68605,115.0,12.0,50.0
105,2026-08-31T10:01:44Z,8.04912,77.6864,115.0,12.0,50.0
106,2026-08-31T10:01:45Z,8.0494,77.68675,115.0,12.0,50.0
107,2026-08-31T10:01:46Z,8.04968,77.6871,115.0,12.0,50.0
108,2026-08-31T10:01:47Z,8.04996,77.68745,115.0,12.0,50.0
109,2026-08-31T10:01:48Z,8.05024,77.6878,115.0,12.0,50.0
110,2026-08-31T10:01:49Z,8.05052,77.68815,115.0,12.0,50.0
111,2026-08-31T10:01:50Z,8.0508,77.6885,115.0,12.0,50.0
112,2026-08-31T10:01:51Z,8.05108,77.68885,115.0,12.0,50.0
113,2026-08-31T10:01:52Z,8.05136,77.6892,115.0,12.0,50.0
114,2026-08-31T10:01:53Z,8.05164,77.68955,115.0,12.0,50.0
115,2026-08-31T10:01:54Z,8.05192,77.6899,115.0,12.0,50.0
116,2026-08-31T10:01:55Z,8.0522,77.69025,115.0,12.0,50.0
117,2026-08-31T10:01:56Z,8.05248,77.6906,115.0,12.0,50.0
118,2026-08-31T10:01:57Z,8.05276,77.69095,115.0,12.0,50.0
119,2026-08-31T10:01:58Z,8.05304,77.6913,115.0,12.0,50.0
120,2026-08-31T10:01:59Z,8.05332,77.69165,115.0,12.0,50.0
121,2026-08-31T10:02:00Z,8.0536,77.692,115.0,12.0,50.0
122,2026-08-31T10:02:01Z,8.05388,77.69235,115.0,12.0,50.0
123,2026-08-31T10:02:02Z,8.05416,77.6927,115.0,12.0,50.0
124,2026-08-31T10:02:03Z,8.05444,77.69305,115.0,12.0,50.0
125,2026-08-31T10:02:04Z,8.05472,77.6934,115.0,12.0,50.0
126,2026-08-31T10:02:05Z,8.055,77.69375,115.0,12.0,50.0
127,2026-08-31T10:02:06Z,8.05528,77.6941,115.0,12.0,50.0
128,2026-08-31T10:02:07Z,8.05556,77.69445,115.0,12.0,50.0
129,2026-08-31T10:02:08Z,8.05584,77.6948,115.0,12.0,50.0
130,2026-08-31T10:02:09Z,8.05612,77.69515,115.0,12.0,50.0
131,2026-08-31T10:02:10Z,8.0564,77.6955,115.0,12.0,50.0
132,2026-08-31T10:02:11Z,8.05668,77.69585,115.0,12.0,50.0
133,2026-08-31T10:02:12Z,8.05696,77.6962,115.0,12.0,50.0
134,2026-08-31T10:02:13Z,8.05724,77.69655,115.0,12.0,50.0
135,2026-08-31T10:02:14Z,8.05752,77.6969,115.0,12.0,50.0
136,2026-08-31T10:02:15Z,8.0578,77.69725,115.0,12.0,50.0
137,2026-08-31T10:02:16Z,8.05808,77.6976,115.0,12.0,50.0
138,2026-08-31T10:02:17Z,8.05836,77.69795,115.0,12.0,50.0
139,2026-08-31T10:02:18Z,8.05864,77.6983,115.0,12.0,50.0
140,2026-08-31T10:02:19Z,8.05892,77.69865,115.0,12.0,50.0
141,2026-08-31T10:02:20Z,8.0592,77.699,115.0,12.0,50.0
142,2026-08-31T10:02:21Z,8.05948,77.69935,115.0,12.0,50.0
143,2026-08-31T10:02:22Z,8.05976,77.6997,115.0,12.0,50.0
144,2026-08-31T10:02:23Z,8.06004,77.70005,115.0,12.0,50.0
145,2026-08-31T10:02:24Z,8.06032,77.7004,115.0,12.0,50.0
146,2026-08-31T10:02:25Z,8.0606,77.70075,115.0,12.0,50.0
147,2026-08-31T10:02:26Z,8.06088,77.7011,115.0,12.0,50.0
148,2026-08-31T10:02:27Z,8.06116,77.70145,115.0,12.0,50.0
149,2026-08-31T10:02:28Z,8.06144,77.7018,115.0,12.0,50.0
150,2026-08-31T10:02:29Z,8.06172,77.70215,115.0,12.0,50.0
